image_path,crop_path,class_name,face_id,x1,y1,x2,y2,confidence,area,score,original_size,resized_size
Datasets2\train\images\00479_Mask_Nose_Mouth_jpg.rf.d5b51d80d67d908d6c195f331c9ffa66.jpg,data3/processed\crops\train\mask\00479_Mask_Nose_Mouth_jpg.rf.d5b51d80d67d908d6c195f331c9ffa66_face_0.jpg,mask,0,52,68,774,1024,0.6507857,491834,0.6507856845855713,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00486_Mask_Nose_Mouth_jpg.rf.6bec08dc9f36881790f6d4658f83fe08.jpg,data3/processed\crops\train\mask\00486_Mask_Nose_Mouth_jpg.rf.6bec08dc9f36881790f6d4658f83fe08_face_0.jpg,mask,0,179,99,833,1012,0.677513,415506,0.6775130033493042,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00558_Mask_Nose_Mouth_jpg.rf.98f04845fe799da44f7cfdf20ac130e3.jpg,data3/processed\crops\train\mask\00558_Mask_Nose_Mouth_jpg.rf.98f04845fe799da44f7cfdf20ac130e3_face_0.jpg,mask,0,196,135,845,976,0.64335537,379241,0.6433553695678711,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00635_Mask_Nose_Mouth_jpg.rf.061058951ae1f966cc059772c9ad9595.jpg,data3/processed\crops\train\mask\00635_Mask_Nose_Mouth_jpg.rf.061058951ae1f966cc059772c9ad9595_face_0.jpg,mask,0,145,118,826,1000,0.6770201,418784,0.6770200729370117,"(1024, 1024)","(500, 500)"
Datasets2\train\images\0063_jpg.rf.61950d902c69afb0082c9cc9a3fce3f7.jpg,data3/processed\crops\train\mask\0063_jpg.rf.61950d902c69afb0082c9cc9a3fce3f7_face_0.jpg,mask,0,369,85,520,274,0.77582884,20193,0.7758288383483887,"(615, 409)","(500, 500)"
Datasets2\train\images\0066_jpg.rf.cfab612e3c0de22234b636a4ef24df54.jpg,data3/processed\crops\train\mask\0066_jpg.rf.cfab612e3c0de22234b636a4ef24df54_face_0.jpg,mask,0,176,33,453,398,0.675182,70455,0.6751819849014282,"(615, 409)","(500, 500)"
Datasets2\train\images\00775_Mask_Mouth_Chin_jpg.rf.b044e4c0a4fd68d47d44b0e122cd77ca.jpg,data3/processed\crops\train\mask\00775_Mask_Mouth_Chin_jpg.rf.b044e4c0a4fd68d47d44b0e122cd77ca_face_0.jpg,mask,0,183,52,976,1024,0.6340145,561189,0.6340144872665405,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00812_Mask_Mouth_Chin_jpg.rf.d67620c56ab41f9354a774ab905ac838.jpg,data3/processed\crops\train\mask\00812_Mask_Mouth_Chin_jpg.rf.d67620c56ab41f9354a774ab905ac838_face_0.jpg,mask,0,282,96,937,1000,0.60162514,412438,0.6016251444816589,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00853_Mask_Nose_Mouth_jpg.rf.4fc9795fc5154b2f3a694665f3b249ea.jpg,data3/processed\crops\train\mask\00853_Mask_Nose_Mouth_jpg.rf.4fc9795fc5154b2f3a694665f3b249ea_face_0.jpg,mask,0,179,63,892,1023,0.615076,476000,0.6150760054588318,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00888_Mask_Nose_Mouth_jpg.rf.6a106a0b569eaf575ebe7d038104b0b0.jpg,data3/processed\crops\train\mask\00888_Mask_Nose_Mouth_jpg.rf.6a106a0b569eaf575ebe7d038104b0b0_face_0.jpg,mask,0,172,68,785,1024,0.6371114,408800,0.6371114253997803,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00903_Mask_Nose_Mouth_jpg.rf.32c3149a278e964709220c4bb1ce292f.jpg,data3/processed\crops\train\mask\00903_Mask_Nose_Mouth_jpg.rf.32c3149a278e964709220c4bb1ce292f_face_0.jpg,mask,0,154,75,883,1024,0.59846187,487809,0.5984618663787842,"(1024, 1024)","(500, 500)"
Datasets2\train\images\0091_jpg.rf.ee377de50780e21e3f4dd5d6690bdf77.jpg,data3/processed\crops\train\mask\0091_jpg.rf.ee377de50780e21e3f4dd5d6690bdf77_face_0.jpg,mask,0,405,84,639,417,0.74667346,54684,0.7466734647750854,"(910, 480)","(500, 500)"
Datasets2\train\images\00957_Mask_Nose_Mouth_jpg.rf.c9836e0f29a20c86170d7c86b6221b09.jpg,data3/processed\crops\train\mask\00957_Mask_Nose_Mouth_jpg.rf.c9836e0f29a20c86170d7c86b6221b09_face_0.jpg,mask,0,168,67,831,1024,0.50742614,463967,0.5074261426925659,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00972_Mask_Mouth_Chin_jpg.rf.a28c6495428b1371b2250a732518fc7a.jpg,data3/processed\crops\train\mask\00972_Mask_Mouth_Chin_jpg.rf.a28c6495428b1371b2250a732518fc7a_face_0.jpg,mask,0,212,62,869,1024,0.62527674,480375,0.6252767443656921,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00973_Mask_Nose_Mouth_jpg.rf.bf08f3a1d5b7a2a22e2d2976b28f6f68.jpg,data3/processed\crops\train\mask\00973_Mask_Nose_Mouth_jpg.rf.bf08f3a1d5b7a2a22e2d2976b28f6f68_face_0.jpg,mask,0,157,84,855,1024,0.6920986,481896,0.6920986175537109,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00974_Mask_Chin_jpg.rf.0c1ef066ebc8713044ee110545833016.jpg,data3/processed\crops\train\mask\00974_Mask_Chin_jpg.rf.0c1ef066ebc8713044ee110545833016_face_0.jpg,mask,0,94,128,828,959,0.51531816,424116,0.5153181552886963,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00976_Mask_Nose_Mouth_jpg.rf.5fdb10cc010c7655fb184eddfbc0b3a6.jpg,data3/processed\crops\train\mask\00976_Mask_Nose_Mouth_jpg.rf.5fdb10cc010c7655fb184eddfbc0b3a6_face_0.jpg,mask,0,207,97,857,1013,0.61958367,414088,0.6195836663246155,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00977_Mask_Mouth_Chin_jpg.rf.8822031751e97a817aa5a8a015cbd5a2.jpg,data3/processed\crops\train\mask\00977_Mask_Mouth_Chin_jpg.rf.8822031751e97a817aa5a8a015cbd5a2_face_0.jpg,mask,0,268,123,844,920,0.53800493,319200,0.5380049347877502,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00980_Mask_Nose_Mouth_jpg.rf.ccb14dcc558f9ad5f6437b9776c09586.jpg,data3/processed\crops\train\mask\00980_Mask_Nose_Mouth_jpg.rf.ccb14dcc558f9ad5f6437b9776c09586_face_0.jpg,mask,0,195,69,915,1024,0.62345713,490800,0.623457133769989,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00982_Mask_Mouth_Chin_jpg.rf.2e417f3a8c16b102f6cc6d5b8857e358.jpg,data3/processed\crops\train\mask\00982_Mask_Mouth_Chin_jpg.rf.2e417f3a8c16b102f6cc6d5b8857e358_face_0.jpg,mask,0,127,126,840,1024,0.5602156,486115,0.5602155923843384,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00994_Mask_Mouth_Chin_jpg.rf.7741e9efcfa0f7b183942430d611336e.jpg,data3/processed\crops\train\mask\00994_Mask_Mouth_Chin_jpg.rf.7741e9efcfa0f7b183942430d611336e_face_0.jpg,mask,0,270,54,936,1024,0.5112618,487056,0.5112618207931519,"(1024, 1024)","(500, 500)"
Datasets2\train\images\0112_png.rf.bdae4066ac4e5d7c47a36e7a0ee5f82e.jpg,data3/processed\crops\train\mask\0112_png.rf.bdae4066ac4e5d7c47a36e7a0ee5f82e_face_0.jpg,mask,0,492,120,698,420,0.7734837,43000,0.7734836935997009,"(1208, 500)","(500, 500)"
Datasets2\train\images\0113_jpg.rf.978c11866d7a5a174a722900a767d2c7.jpg,data3/processed\crops\train\mask\0113_jpg.rf.978c11866d7a5a174a722900a767d2c7_face_0.jpg,mask,0,344,83,521,313,0.83191836,28608,0.8319183588027954,"(852, 480)","(500, 500)"
Datasets2\train\images\0116_png.rf.026b9efe4c30018994a9dbbfc1cec936.jpg,data3/processed\crops\train\mask\0116_png.rf.026b9efe4c30018994a9dbbfc1cec936_face_0.jpg,mask,0,258,18,542,366,0.8040711,69020,0.8040711283683777,"(710, 551)","(500, 500)"
Datasets2\train\images\0121_png.rf.2133b3f2984cf8f64d8290151001ddbe.jpg,data3/processed\crops\train\mask\0121_png.rf.2133b3f2984cf8f64d8290151001ddbe_face_0.jpg,mask,0,475,28,597,188,0.79998827,13668,0.7999882698059082,"(1018, 416)","(500, 500)"
Datasets2\train\images\0125_jpeg.rf.aa260e203e0540fd7bf6ee615c300eb0.jpg,data3/processed\crops\train\mask\0125_jpeg.rf.aa260e203e0540fd7bf6ee615c300eb0_face_0.jpg,mask,0,430,109,835,702,0.72965246,167805,0.729652464389801,"(1280, 720)","(500, 500)"
Datasets2\train\images\0127_jpg.rf.5edf661bd8014c4c3755fffc80192d7b.jpg,data3/processed\crops\train\mask\0127_jpg.rf.5edf661bd8014c4c3755fffc80192d7b_face_0.jpg,mask,0,333,72,553,376,0.7017308,46736,0.7017307877540588,"(852, 480)","(500, 500)"
Datasets2\train\images\0153_jpg.rf.89af4a70bee7d5a6365cc3c2d5dafa72.jpg,data3/processed\crops\train\mask\0153_jpg.rf.89af4a70bee7d5a6365cc3c2d5dafa72_face_0.jpg,mask,0,111,80,331,396,0.67649245,48576,0.67649245262146,"(464, 640)","(500, 500)"
Datasets2\train\images\0158_jpg.rf.0922a2577d9141c8bfcb7af10e231981.jpg,data3/processed\crops\train\mask\0158_jpg.rf.0922a2577d9141c8bfcb7af10e231981_face_0.jpg,mask,0,159,109,475,508,0.514343,87912,0.5143430233001709,"(1024, 576)","(500, 500)"
Datasets2\train\images\0160_jpg.rf.2d0467d3a68f5ed7230813f613f0d7bd.jpg,data3/processed\crops\train\mask\0160_jpg.rf.2d0467d3a68f5ed7230813f613f0d7bd_face_0.jpg,mask,0,303,0,561,362,0.82251585,66312,0.8225158452987671,"(678, 381)","(500, 500)"
Datasets2\train\images\0161_jpg.rf.5e7360ef65566395c3a96ec37905bc4e.jpg,data3/processed\crops\train\mask\0161_jpg.rf.5e7360ef65566395c3a96ec37905bc4e_face_0.jpg,mask,0,549,128,890,576,0.75223327,106590,0.7522332668304443,"(1400, 950)","(500, 500)"
Datasets2\train\images\0168_png.rf.ebe0c42926175446d57159305d10db4b.jpg,data3/processed\crops\train\mask\0168_png.rf.ebe0c42926175446d57159305d10db4b_face_0.jpg,mask,0,174,4,559,525,0.6696915,139635,0.6696915030479431,"(658, 621)","(500, 500)"
Datasets2\train\images\0171_jpg.rf.d95b023a5ecd116a429802a3735c7b5f.jpg,data3/processed\crops\train\mask\0171_jpg.rf.d95b023a5ecd116a429802a3735c7b5f_face_0.jpg,mask,0,269,47,526,363,0.7870608,56760,0.7870607972145081,"(1024, 576)","(500, 500)"
Datasets2\train\images\0188_jpg.rf.186c280c391d28675bd18fd5259828a8.jpg,data3/processed\crops\train\mask\0188_jpg.rf.186c280c391d28675bd18fd5259828a8_face_0.jpg,mask,0,251,71,640,556,0.67918366,131625,0.6791836619377136,"(786, 786)","(500, 500)"
Datasets2\train\images\0205_jpg.rf.cd67f99b6794b35f8ae82c1ed1530e2f.jpg,data3/processed\crops\train\mask\0205_jpg.rf.cd67f99b6794b35f8ae82c1ed1530e2f_face_0.jpg,mask,0,203,118,319,278,0.68366694,13132,0.6836669445037842,"(480, 640)","(500, 500)"
Datasets2\train\images\0212_jpg.rf.6388719bbdba5153344ccdd45a4226d4.jpg,data3/processed\crops\train\mask\0212_jpg.rf.6388719bbdba5153344ccdd45a4226d4_face_0.jpg,mask,0,287,33,482,293,0.7885863,35534,0.7885863184928894,"(700, 467)","(500, 500)"
Datasets2\train\images\0216_jpg.rf.116135662f53a1087ceaf0a6814f1c96.jpg,data3/processed\crops\train\mask\0216_jpg.rf.116135662f53a1087ceaf0a6814f1c96_face_0.jpg,mask,0,278,60,463,313,0.80208844,32705,0.8020884394645691,"(620, 413)","(500, 500)"
Datasets2\train\images\0241_jpg.rf.e50f20d2ce5a981c3e7459b9f7add42d.jpg,data3/processed\crops\train\mask\0241_jpg.rf.e50f20d2ce5a981c3e7459b9f7add42d_face_0.jpg,mask,0,359,129,740,637,0.7371022,135256,0.737102210521698,"(1024, 1024)","(500, 500)"
Datasets2\train\images\0250_png.rf.72a29bda8fe2f48d411c27888fa5c569.jpg,data3/processed\crops\train\mask\0250_png.rf.72a29bda8fe2f48d411c27888fa5c569_face_0.jpg,mask,0,210,132,538,568,0.79998,99736,0.7999799847602844,"(680, 583)","(500, 500)"
Datasets2\train\images\0257_jpg.rf.b7e5f335a6481d27124a1c08ec1f14ce.jpg,data3/processed\crops\train\mask\0257_jpg.rf.b7e5f335a6481d27124a1c08ec1f14ce_face_0.jpg,mask,0,536,143,975,672,0.78312075,161847,0.7831207513809204,"(1463, 976)","(500, 500)"
Datasets2\train\images\0269_jpg.rf.823cc955cfc979af76810e81dd86968c.jpg,data3/processed\crops\train\mask\0269_jpg.rf.823cc955cfc979af76810e81dd86968c_face_0.jpg,mask,0,155,0,640,429,0.59989953,157950,0.5998995304107666,"(750, 563)","(500, 500)"
Datasets2\train\images\0273_jpg.rf.89afec35045d6e5f118bebe394bc92b8.jpg,data3/processed\crops\train\mask\0273_jpg.rf.89afec35045d6e5f118bebe394bc92b8_face_0.jpg,mask,0,442,63,820,588,0.7867739,138724,0.7867739200592041,"(1200, 800)","(500, 500)"
Datasets2\train\images\0323_jpg.rf.da8ec969ec61b1ccda5ec6ab3f40a496.jpg,data3/processed\crops\train\mask\0323_jpg.rf.da8ec969ec61b1ccda5ec6ab3f40a496_face_0.jpg,mask,0,102,63,471,604,0.72960174,139359,0.7296017408370972,"(621, 780)","(500, 500)"
Datasets2\train\images\0343_jpg.rf.78e7ef1daa4c9f2c1af14261879ef396.jpg,data3/processed\crops\train\mask\0343_jpg.rf.78e7ef1daa4c9f2c1af14261879ef396_face_0.jpg,mask,0,455,106,768,528,0.7440167,91872,0.744016706943512,"(1200, 800)","(500, 500)"
Datasets2\train\images\0367_png.rf.c8dcf134fbef63f762192d17dcba1916.jpg,data3/processed\crops\train\mask\0367_png.rf.c8dcf134fbef63f762192d17dcba1916_face_0.jpg,mask,0,158,30,530,457,0.65695465,110670,0.6569546461105347,"(704, 579)","(500, 500)"
Datasets2\train\images\0372_jpg.rf.565c536ffd6e329702998adde27a8d45.jpg,data3/processed\crops\train\mask\0372_jpg.rf.565c536ffd6e329702998adde27a8d45_face_0.jpg,mask,0,154,130,547,612,0.7600832,132258,0.7600831985473633,"(700, 700)","(500, 500)"
Datasets2\train\images\0376_png.rf.f9a3310358ca26f444e4204c624a5910.jpg,data3/processed\crops\train\mask\0376_png.rf.f9a3310358ca26f444e4204c624a5910_face_0.jpg,mask,0,201,78,573,582,0.6961454,130200,0.6961454153060913,"(670, 618)","(500, 500)"
Datasets2\train\images\0385_jpg.rf.1e4bffa5f42e2363679dc4af9f2c8007.jpg,data3/processed\crops\train\mask\0385_jpg.rf.1e4bffa5f42e2363679dc4af9f2c8007_face_0.jpg,mask,0,642,81,1187,1037,0.7256668,363090,0.7256668210029602,"(2048, 1365)","(500, 500)"
Datasets2\train\images\0417_jpg.rf.b33401df03637dc1aff68b0f899febd5.jpg,data3/processed\crops\train\mask\0417_jpg.rf.b33401df03637dc1aff68b0f899febd5_face_0.jpg,mask,0,82,74,543,686,0.66468114,196350,0.6646811366081238,"(634, 896)","(500, 500)"
Datasets2\train\images\0418_jpg.rf.8ab27e7d143742d15b5b704737e9e399.jpg,data3/processed\crops\train\mask\0418_jpg.rf.8ab27e7d143742d15b5b704737e9e399_face_0.jpg,mask,0,150,94,444,502,0.50223166,83640,0.5022316575050354,"(634, 634)","(500, 500)"
Datasets2\train\images\0420_jpeg.rf.66f64a98c1fe0bc80984a6860807dd15.jpg,data3/processed\crops\train\mask\0420_jpeg.rf.66f64a98c1fe0bc80984a6860807dd15_face_0.jpg,mask,0,922,80,1254,530,0.7493224,104528,0.7493224143981934,"(2000, 1333)","(500, 500)"
Datasets2\train\images\0421_jpg.rf.d3c37f8c349dba3967fa935651782b6f.jpg,data3/processed\crops\train\mask\0421_jpg.rf.d3c37f8c349dba3967fa935651782b6f_face_0.jpg,mask,0,272,92,485,374,0.69360256,42244,0.6936025619506836,"(634, 585)","(500, 500)"
Datasets2\train\images\0451_jpg.rf.cc1579e58f8c0a226171e916b5462e6f.jpg,data3/processed\crops\train\mask\0451_jpg.rf.cc1579e58f8c0a226171e916b5462e6f_face_0.jpg,mask,0,235,94,660,675,0.8141873,172175,0.8141872882843018,"(1023, 1024)","(500, 500)"
Datasets2\train\images\0466_jpg.rf.b663bcb368e52efbff33436939fdce73.jpg,data3/processed\crops\train\mask\0466_jpg.rf.b663bcb368e52efbff33436939fdce73_face_0.jpg,mask,0,205,121,374,357,0.7495556,27918,0.7495555877685547,"(700, 450)","(500, 500)"
Datasets2\train\images\0481_jpg.rf.e2e335d691c8c32d6df58b35c758daf7.jpg,data3/processed\crops\train\mask\0481_jpg.rf.e2e335d691c8c32d6df58b35c758daf7_face_0.jpg,mask,0,452,35,735,421,0.75664467,76314,0.7566446661949158,"(1024, 787)","(500, 500)"
Datasets2\train\images\0559_jpg.rf.4509454990bdced5545b5ff84e008537.jpg,data3/processed\crops\train\mask\0559_jpg.rf.4509454990bdced5545b5ff84e008537_face_0.jpg,mask,0,263,186,869,987,0.68817544,338514,0.6881754398345947,"(1080, 1080)","(500, 500)"
Datasets2\train\images\0582_jpg.rf.0b6eae81176a0cdbb8318d7e8b574569.jpg,data3/processed\crops\train\mask\0582_jpg.rf.0b6eae81176a0cdbb8318d7e8b574569_face_0.jpg,mask,0,54,124,359,573,0.6277302,95625,0.6277301907539368,"(405, 600)","(500, 500)"
Datasets2\train\images\0592_jpg.rf.4a9c0aaa9eb14905558fdb30bdc72ef1.jpg,data3/processed\crops\train\mask\0592_jpg.rf.4a9c0aaa9eb14905558fdb30bdc72ef1_face_0.jpg,mask,0,534,13,919,554,0.84231514,144771,0.842315137386322,"(1024, 683)","(500, 500)"
Datasets2\train\images\0614_jpg.rf.13032b75e26492d89887ccbbc7e51ec7.jpg,data3/processed\crops\train\mask\0614_jpg.rf.13032b75e26492d89887ccbbc7e51ec7_face_0.jpg,mask,0,166,304,576,805,0.70805043,143298,0.7080504298210144,"(768, 1024)","(500, 500)"
Datasets2\train\images\0638_jpg.rf.073929db5c25dbbd2f61b57671943fc1.jpg,data3/processed\crops\train\mask\0638_jpg.rf.073929db5c25dbbd2f61b57671943fc1_face_0.jpg,mask,0,359,135,624,509,0.783767,68952,0.7837669849395752,"(1024, 685)","(500, 500)"
Datasets2\train\images\0644_jpg.rf.f486710edf33375cac59746ecc6720d8.jpg,data3/processed\crops\train\mask\0644_jpg.rf.f486710edf33375cac59746ecc6720d8_face_0.jpg,mask,0,330,144,611,461,0.7723077,62275,0.7723076939582825,"(1024, 683)","(500, 500)"
Datasets2\train\images\0650_jpg.rf.bfcd750beb5bf12e882a614e71816098.jpg,data3/processed\crops\train\mask\0650_jpg.rf.bfcd750beb5bf12e882a614e71816098_face_0.jpg,mask,0,0,322,460,1009,0.61073923,221178,0.6107392311096191,"(769, 1024)","(500, 500)"
Datasets2\train\images\0655_jpg.rf.7a26a5e79aa400c8a49d6bece00ba6b2.jpg,data3/processed\crops\train\mask\0655_jpg.rf.7a26a5e79aa400c8a49d6bece00ba6b2_face_0.jpg,mask,0,412,106,623,399,0.7730236,43365,0.7730236053466797,"(1024, 683)","(500, 500)"
Datasets2\train\images\0657_jpg.rf.5c76ed8885c8ffd7e7a45e3b5f5bca6e.jpg,data3/processed\crops\train\mask\0657_jpg.rf.5c76ed8885c8ffd7e7a45e3b5f5bca6e_face_0.jpg,mask,0,249,162,592,659,0.7885025,119105,0.7885025143623352,"(768, 1024)","(500, 500)"
Datasets2\train\images\0660_jpg.rf.b338e35650759df5b9890802a84e47bc.jpg,data3/processed\crops\train\mask\0660_jpg.rf.b338e35650759df5b9890802a84e47bc_face_0.jpg,mask,0,217,416,638,1024,0.71154326,188487,0.7115432620048523,"(768, 1024)","(500, 500)"
Datasets2\train\images\0693_jpg.rf.f8b77761d7986384ad196958962abeb5.jpg,data3/processed\crops\train\mask\0693_jpg.rf.f8b77761d7986384ad196958962abeb5_face_0.jpg,mask,0,368,117,626,479,0.7270056,65232,0.7270056009292603,"(1024, 1024)","(500, 500)"
Datasets2\train\images\0714_jpg.rf.1f6f2d4ca1f80f1b78f3add15a7adec9.jpg,data3/processed\crops\train\mask\0714_jpg.rf.1f6f2d4ca1f80f1b78f3add15a7adec9_face_0.jpg,mask,0,264,176,532,566,0.72812694,73024,0.7281269431114197,"(768, 1024)","(500, 500)"
Datasets2\train\images\0719_jpg.rf.47ab06887caebec769543f7de30689af.jpg,data3/processed\crops\train\mask\0719_jpg.rf.47ab06887caebec769543f7de30689af_face_0.jpg,mask,0,419,127,564,314,0.7664621,18997,0.7664620876312256,"(1024, 694)","(500, 500)"
Datasets2\train\images\0725_jpg.rf.095bb8faa271560b8d1869e5637ab25f.jpg,data3/processed\crops\train\mask\0725_jpg.rf.095bb8faa271560b8d1869e5637ab25f_face_0.jpg,mask,0,343,228,636,680,0.68583983,92610,0.685839831829071,"(1024, 864)","(500, 500)"
Datasets2\train\images\0726_jpg.rf.6e036db0186bb7f5708cbaedd3b8f7c5.jpg,data3/processed\crops\train\mask\0726_jpg.rf.6e036db0186bb7f5708cbaedd3b8f7c5_face_0.jpg,mask,0,256,312,563,685,0.6654829,79927,0.6654828786849976,"(683, 1024)","(500, 500)"
Datasets2\train\images\0731_jpg.rf.1426821e9d4419d12f03f839826fcfc0.jpg,data3/processed\crops\train\mask\0731_jpg.rf.1426821e9d4419d12f03f839826fcfc0_face_0.jpg,mask,0,228,129,603,567,0.6348924,114558,0.6348924040794373,"(768, 1024)","(500, 500)"
Datasets2\train\images\0743_jpg.rf.9c723b6fa684bdb0e7030a5b8885a8df.jpg,data3/processed\crops\train\mask\0743_jpg.rf.9c723b6fa684bdb0e7030a5b8885a8df_face_0.jpg,mask,0,280,301,577,715,0.57863,86154,0.5786299705505371,"(721, 960)","(500, 500)"
Datasets2\train\images\0746_jpg.rf.257cbe4b016e59e8eda6504dae19d2bb.jpg,data3/processed\crops\train\mask\0746_jpg.rf.257cbe4b016e59e8eda6504dae19d2bb_face_0.jpg,mask,0,311,354,589,763,0.71189797,79112,0.7118979692459106,"(769, 1024)","(500, 500)"
Datasets2\train\images\0748_jpg.rf.53d791859b40c57f1b3432e73dd2ce51.jpg,data3/processed\crops\train\mask\0748_jpg.rf.53d791859b40c57f1b3432e73dd2ce51_face_0.jpg,mask,0,374,71,725,552,0.7237465,117493,0.7237464785575867,"(1024, 683)","(500, 500)"
Datasets2\train\images\0759_jpg.rf.83e73dda246e889d5b5aaed3a1ade689.jpg,data3/processed\crops\train\mask\0759_jpg.rf.83e73dda246e889d5b5aaed3a1ade689_face_0.jpg,mask,0,130,230,612,855,0.69584316,209442,0.6958431601524353,"(768, 1024)","(500, 500)"
Datasets2\train\images\0791_jpg.rf.1cdf60d602f5cee95fc6620f4eef5ccf.jpg,data3/processed\crops\train\mask\0791_jpg.rf.1cdf60d602f5cee95fc6620f4eef5ccf_face_0.jpg,mask,0,511,0,804,447,0.7917695,91630,0.7917695045471191,"(1023, 731)","(500, 500)"
Datasets2\train\images\08001_png.rf.023b315b1a6079d772de214e7d455a7f.jpg,data3/processed\crops\train\no_mask\08001_png.rf.023b315b1a6079d772de214e7d455a7f_face_0.jpg,no_mask,0,233,107,913,1004,0.6703892,425432,0.6703891754150391,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08002_png.rf.b97cab283cc163abc8ee3027804587b0.jpg,data3/processed\crops\train\no_mask\08002_png.rf.b97cab283cc163abc8ee3027804587b0_face_0.jpg,no_mask,0,60,22,801,1024,0.67481947,543482,0.6748194694519043,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08003_png.rf.8c69cee03d9a6a13f1637e7327ef47ab.jpg,data3/processed\crops\train\no_mask\08003_png.rf.8c69cee03d9a6a13f1637e7327ef47ab_face_0.jpg,no_mask,0,88,235,839,1024,0.76361823,429495,0.7636182308197021,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08004_png.rf.bfd074dbe1c3ac0db825a2546d745041.jpg,data3/processed\crops\train\no_mask\08004_png.rf.bfd074dbe1c3ac0db825a2546d745041_face_0.jpg,no_mask,0,92,207,845,1012,0.757753,422059,0.7577530145645142,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08006_png.rf.798fab41fb05d8eb0a6afe481d1bf2e4.jpg,data3/processed\crops\train\no_mask\08006_png.rf.798fab41fb05d8eb0a6afe481d1bf2e4_face_0.jpg,no_mask,0,187,89,828,1024,0.6231366,432815,0.623136579990387,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08007_png.rf.eb9654901d3310515d152917bfca9ccf.jpg,data3/processed\crops\train\no_mask\08007_png.rf.eb9654901d3310515d152917bfca9ccf_face_0.jpg,no_mask,0,182,39,844,1024,0.59992015,470856,0.5999201536178589,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08009_png.rf.73e5d8b60e20a42a5fad6e1fb73d386e.jpg,data3/processed\crops\train\no_mask\08009_png.rf.73e5d8b60e20a42a5fad6e1fb73d386e_face_0.jpg,no_mask,0,181,102,881,1024,0.6030514,463696,0.6030514240264893,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08010_png.rf.1152bd503a0354b8e4bf8bdfb3e19479.jpg,data3/processed\crops\train\no_mask\08010_png.rf.1152bd503a0354b8e4bf8bdfb3e19479_face_0.jpg,no_mask,0,14,0,754,1015,0.6253697,527154,0.6253697276115417,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08011_png.rf.3905c041540a010963d3f0f04b4cd6e9.jpg,data3/processed\crops\train\no_mask\08011_png.rf.3905c041540a010963d3f0f04b4cd6e9_face_0.jpg,no_mask,0,137,60,816,1024,0.68884736,483084,0.6888473629951477,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08012_png.rf.fb1533afdef89f9b00cf48a618302f17.jpg,data3/processed\crops\train\no_mask\08012_png.rf.fb1533afdef89f9b00cf48a618302f17_face_0.jpg,no_mask,0,255,243,884,994,0.5770104,329175,0.5770103931427002,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08013_png.rf.a819160cd81957a0d3bfdb52ca258d0d.jpg,data3/processed\crops\train\no_mask\08013_png.rf.a819160cd81957a0d3bfdb52ca258d0d_face_0.jpg,no_mask,0,201,179,882,1022,0.66257495,400007,0.6625749468803406,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08014_png.rf.2f6130ef68073625a322a32339d39a49.jpg,data3/processed\crops\train\no_mask\08014_png.rf.2f6130ef68073625a322a32339d39a49_face_0.jpg,no_mask,0,141,78,873,985,0.5772229,461770,0.5772228837013245,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08015_png.rf.43defbfc9ff65aa66a855f83703898b9.jpg,data3/processed\crops\train\no_mask\08015_png.rf.43defbfc9ff65aa66a855f83703898b9_face_0.jpg,no_mask,0,105,98,821,1024,0.6581852,473018,0.6581851840019226,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08016_png.rf.aab8bfa1820571249e5feaeab8b1ed8a.jpg,data3/processed\crops\train\no_mask\08016_png.rf.aab8bfa1820571249e5feaeab8b1ed8a_face_0.jpg,no_mask,0,94,54,749,1024,0.5758156,456198,0.5758156180381775,"(1024, 1024)","(500, 500)"
Datasets2\train\images\08017_png.rf.29fcaaeb3a10190a5eaeed1b67d5516a.jpg,data3/processed\crops\train\no_mask\08017_png.rf.29fcaaeb3a10190a5eaeed1b67d5516a_face_0.jpg,no_mask,0,172,57,828,1007,0.6483232,434016,0.6483231782913208,"(1024, 1024)","(500, 500)"
