crop_path,class_name,face_id,left_eye_width,left_eye_height,right_eye_width,right_eye_height,left_eye_aspect_ratio,right_eye_aspect_ratio,nose_width,nose_height,nose_aspect_ratio,mouth_width,mouth_height,mouth_aspect_ratio,face_width,face_height,face_aspect_ratio,eye_mouth_distance,mouth_visibility,nose_visibility,chin_visibility,mouth_visibility_avg
data3/processed\crops\train\mask\00994_Mask_Mouth_Chin_jpg.rf.7741e9efcfa0f7b183942430d611336e_face_0.jpg,mask,0,0.16081909843542852,0.05789487543675426,0.2701760853715199,0.04502934756191998,0.36,0.16666666666666666,0.012865527874834281,0.21871397387218278,17.0,0.4760245313688684,0.0032163819687085703,0.006756756756756757,0.9038033332071083,1.1064353972357481,1.2241992882562278,141,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0112_png.rf.bdae4066ac4e5d7c47a36e7a0ee5f82e_face_0.jpg,mask,0,0.2310553440630889,0.05472363412020526,0.17633170994288364,0.04864323032907135,0.23684210526315788,0.27586206896551724,0.06080403791133918,0.29185938197442807,4.8,0.3648242274680351,0.006080403791133919,0.016666666666666666,0.8390957231764807,1.191759143062248,1.4202898550724639,85,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0113_jpg.rf.978c11866d7a5a174a722900a767d2c7_face_0.jpg,mask,0,0.20919115716267447,0.020919115716267447,0.25102938859520935,0.020919115716267447,0.1,0.08333333333333333,0.04183823143253489,0.2988445102323921,7.142857142857143,0.36757874758584225,0.0,0.0,0.8995219757995002,1.1117015780644985,1.2358803986710964,190,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0116_png.rf.026b9efe4c30018994a9dbbfc1cec936_face_0.jpg,mask,0,0.19941155623246012,0.051461046769667125,0.24443997215591884,0.07397525473139649,0.25806451612903225,0.3026315789473684,0.051461046769667125,0.2058441870786685,4.0,0.36344364281077407,0.0032163154231041953,0.008849557522123894,0.9198662110077999,1.087114613009218,1.1818181818181819,126,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0121_png.rf.2133b3f2984cf8f64d8290151001ddbe_face_0.jpg,mask,0,0.22624666005833363,0.04826595414577784,0.1960804387172225,0.051282576279888956,0.21333333333333335,0.26153846153846155,0.06334906481633341,0.23227990432655587,3.6666666666666665,0.4615431865190006,0.01206648853644446,0.026143790849673203,0.8959367738310012,1.1161501896211126,1.245791245791246,157,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0125_jpeg.rf.aa260e203e0540fd7bf6ee615c300eb0_face_0.jpg,mask,0,0.2169186214821138,0.047891124223323825,0.21973574643642696,0.047891124223323825,0.22077922077922077,0.21794871794871795,0.05070824917763699,0.2253699963450533,4.444444444444445,0.37186049396933796,0.059159624040576494,0.1590909090909091,0.8986628604259,1.1127643569537007,1.238244514106583,175,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0127_jpg.rf.5edf661bd8014c4c3755fffc80192d7b_face_0.jpg,mask,0,0.20039468376655192,0.05009867094163798,0.23936031672115923,0.05566518993515331,0.25,0.23255813953488372,0.03896563295460732,0.26162639269522053,6.714285714285714,0.4508880384747418,0.0027832594967576656,0.006172839506172839,0.9212588934267872,1.0854712037354894,1.1782477341389728,168,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0153_jpg.rf.89af4a70bee7d5a6365cc3c2d5dafa72_face_0.jpg,mask,0,0.22097214600680093,0.07139100101758183,0.3229592903176321,0.07139100101758183,0.3230769230769231,0.22105263157894736,0.030596143293249358,0.24136957486896715,7.888888888888889,0.3671537195189923,0.006799142954055413,0.018518518518518517,0.8940872984582868,1.1184590159421155,1.2509505703422052,141,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0158_jpg.rf.0922a2577d9141c8bfcb7af10e231981_face_0.jpg,mask,0,0.2451463198903503,0.058222250973958195,0.19611705591228024,0.04596493497944068,0.2375,0.234375,0.0858012119616226,0.26353229388212657,3.0714285714285716,0.37078380883415485,0.055157921975328816,0.1487603305785124,0.9039770545956668,1.1062227685052057,1.223728813559322,166,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0160_jpg.rf.2d0467d3a68f5ed7230813f613f0d7bd_face_0.jpg,mask,0,0.23940337815295243,0.06477973761785771,0.24785290914658603,0.0563302066242241,0.27058823529411763,0.22727272727272727,0.0591467169554353,0.29573358477717654,5.0,0.4450086323313704,0.00563302066242241,0.012658227848101266,0.9294484092996976,1.0759069465226803,1.1575757575757575,191,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0161_jpg.rf.5e7360ef65566395c3a96ec37905bc4e_face_0.jpg,mask,0,0.23453642784919876,0.0579102290985676,0.2316409163942704,0.055014717643639216,0.24691358024691357,0.2375,0.05211920618871084,0.2461184736689123,4.722222222222222,0.40826711514490155,0.0144775572746419,0.03546099290780142,0.9410412228517234,1.0626527039587155,1.1292307692307693,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0168_png.rf.ebe0c42926175446d57159305d10db4b_face_0.jpg,mask,0,0.17264413245941243,0.036520874174106474,0.24900596027799868,0.04316103311485311,0.21153846153846154,0.17333333333333334,0.03320079470373316,0.23572564239650542,7.1,0.38844929803367795,0.009960238411119947,0.02564102564102564,0.8964214570007952,1.1155467020454342,1.2444444444444445,128,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0171_jpg.rf.d95b023a5ecd116a429802a3735c7b5f_face_0.jpg,mask,0,0.24065478830169912,0.06170635597479465,0.21288692811304155,0.06479167377353438,0.2564102564102564,0.30434782608695654,0.06787699157227411,0.19437502132060314,2.8636363636363638,0.4288591740248228,0.0030853177987397325,0.007194244604316547,0.8978274794332621,1.1137997253450433,1.2405498281786942,125,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0188_jpg.rf.186c280c391d28675bd18fd5259828a8_face_0.jpg,mask,0,0.2496951187902005,0.12326721054199773,0.271820002733636,0.09166023347994702,0.4936708860759494,0.3372093023255814,0.03792837247446084,0.3223911660329171,8.5,0.3223911660329171,0.0031606977062050698,0.00980392156862745,0.8691918692063942,1.1504939650586454,1.3236363636363637,174,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0205_jpg.rf.cd67f99b6794b35f8ae82c1ed1530e2f_face_0.jpg,mask,0,0.25377430379960514,0.06832385102297062,0.2505207870842256,0.08459143459986838,0.2692307692307692,0.33766233766233766,0.05856330087683195,0.29607002109953934,5.055555555555555,0.43271772314548057,0.006507033430759106,0.015037593984962405,0.917491713737034,1.0899280996521503,1.1879432624113475,152,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0212_jpg.rf.6388719bbdba5153344ccdd45a4226d4_face_0.jpg,mask,0,0.24497647199931852,0.06390690573895265,0.194383504955981,0.0585813302607066,0.2608695652173913,0.3013698630136986,0.0585813302607066,0.25030204747756457,4.2727272727272725,0.3834414344337159,0.0,0.0,0.8920338926062141,1.1210336381707944,1.2567164179104477,189,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0216_jpg.rf.116135662f53a1087ceaf0a6814f1c96_face_0.jpg,mask,0,0.21653612429824096,0.06140576659203848,0.2488549488203665,0.06140576659203848,0.2835820895522388,0.24675324675324675,0.06140576659203848,0.22946365410709116,3.736842105263158,0.38459401181329367,0.03878258942655062,0.10084033613445378,0.9404777935938525,1.0632893267779295,1.1305841924398625,143,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0241_jpg.rf.e50f20d2ce5a981c3e7459b9f7add42d_face_0.jpg,mask,0,0.17753729651439049,0.06391342674518058,0.2947119122138882,0.06746417267546839,0.36,0.2289156626506024,0.01065223779086343,0.2165955017475564,20.333333333333332,0.411886527913386,0.00355074593028781,0.008620689655172414,0.8912372285022403,1.122035713970948,1.2589641434262948,131,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0250_png.rf.72a29bda8fe2f48d411c27888fa5c569_face_0.jpg,mask,0,0.22936009816029435,0.0688080294480883,0.23796110184130537,0.06307402699408095,0.3,0.26506024096385544,0.051606022086066225,0.2522961079763238,4.888888888888889,0.384178164418493,0.03440401472404415,0.08955223880597014,0.9203073938681811,1.0865934650343945,1.1806853582554517,169,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0257_jpg.rf.b7e5f335a6481d27124a1c08ec1f14ce_face_0.jpg,mask,0,0.22988155309916572,0.05894398797414506,0.20040955911209318,0.05894398797414506,0.2564102564102564,0.29411764705882354,0.053049589176730555,0.24167035069399473,4.555555555555555,0.45976310619833144,0.0,0.0,0.9195262123966629,1.0875165781229763,1.1826923076923077,160,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0269_jpg.rf.823cc955cfc979af76810e81dd86968c_face_0.jpg,mask,0,0.3430617526938531,0.0994879082812174,0.16466964129304948,0.07204296806570915,0.29,0.4375,0.09605729075427887,0.26072693204732833,2.7142857142857144,0.41853533828650075,0.003430617526938531,0.00819672131147541,0.8473625291538172,1.1801324292668547,1.3927125506072875,138,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0273_jpg.rf.89afec35045d6e5f118bebe394bc92b8_face_0.jpg,mask,0,0.24975219293039264,0.059599955131116426,0.2469140998289109,0.053923768928152954,0.23863636363636365,0.21839080459770116,0.05676186202963469,0.28380931014817345,5.0,0.3717901962941072,0.011352372405926937,0.030534351145038167,0.9223802579815638,1.0841515647660225,1.1753846153846155,194,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0323_jpg.rf.da8ec969ec61b1ccda5ec6ab3f40a496_face_0.jpg,mask,0,0.22835248953038387,0.0643246449381363,0.2991095989623338,0.06110841269122949,0.28169014084507044,0.20430107526881722,0.028946090222161335,0.24443365076491796,8.444444444444445,0.4309751210855132,0.035378554715974966,0.08208955223880597,0.8908963323931878,1.1224650541704786,1.259927797833935,149,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0343_jpg.rf.78e7ef1daa4c9f2c1af14261879ef396_face_0.jpg,mask,0,0.21296378272098995,0.04563509629735499,0.24947185975887395,0.05476211555682599,0.21428571428571427,0.21951219512195122,0.05476211555682599,0.23121782123993195,4.222222222222222,0.4380969244546079,0.0,0.0,0.8883632079218438,1.1256657086680897,1.2671232876712328,154,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0372_jpg.rf.565c536ffd6e329702998adde27a8d45_face_0.jpg,mask,0,0.2639624264080222,0.07453056745638274,0.22669714267983082,0.08384688838843059,0.2823529411764706,0.3698630136986301,0.07142512714570012,0.29812226982553097,4.173913043478261,0.40370724038873984,0.0031054403106826143,0.007692307692307693,0.8633124063697667,1.1583292358846151,1.341726618705036,164,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0376_png.rf.f9a3310358ca26f444e4204c624a5910_face_0.jpg,mask,0,0.3089465422230245,0.07230663754155893,0.2563598967382544,0.05915997617036639,0.23404255319148937,0.23076923076923078,0.05915997617036639,0.27279322345224505,4.611111111111111,0.4174064985353629,0.003286665342798133,0.007874015748031496,0.913692965297881,1.0944595591517783,1.1978417266187051,147,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0385_jpg.rf.1e4bffa5f42e2363679dc4af9f2c8007_face_0.jpg,mask,0,0.1438080006810747,0.03595200017026867,0.21970666770719743,0.03595200017026867,0.25,0.16363636363636364,0.011984000056756225,0.30359466810449104,25.333333333333332,0.4434080020999803,0.0,0.0,0.8428746706585211,1.1864160056188662,1.4075829383886256,137,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0417_jpg.rf.b33401df03637dc1aff68b0f899febd5_face_0.jpg,mask,0,0.2718247326338797,0.06795618315846992,0.17798047970075453,0.051776139549310415,0.25,0.2909090909090909,0.07442820060213372,0.3138928460176944,4.217391304347826,0.40126508150715573,0.006472017443663802,0.016129032258064516,0.8704863461727813,1.1487830962503247,1.3197026022304832,162,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0418_jpg.rf.8ab27e7d143742d15b5b704737e9e399_face_0.jpg,mask,0,0.22870883323917404,0.07037194868897663,0.30963657423149715,0.06685335125452779,0.3076923076923077,0.2159090909090909,0.035185974344488315,0.2779691973214577,7.9,0.39760151009271794,0.003518597434448831,0.008849557522123894,0.8937237483500031,1.1189139841547284,1.2519685039370079,138,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0420_jpeg.rf.66f64a98c1fe0bc80984a6860807dd15_face_0.jpg,mask,0,0.1946445402896759,0.04718655522173961,0.21528865819918697,0.041288235819022155,0.24242424242424243,0.1917808219178082,0.04718655522173961,0.2300344567059806,4.875,0.37454328207255816,0.005898319402717451,0.015748031496062992,0.9289853059279986,1.076443290995935,1.1587301587301588,155,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0421_jpg.rf.d3c37f8c349dba3967fa935651782b6f_face_0.jpg,mask,0,0.22912367043722703,0.07091923132580837,0.24276198415372865,0.0627362430959074,0.30952380952380953,0.25842696629213485,0.046370266636105474,0.24548964689702898,5.294117647058823,0.43642603892805154,0.021821301946402576,0.05,0.9328606582087101,1.0719714581170265,1.1491228070175439,187,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0451_jpg.rf.cc1579e58f8c0a226171e916b5462e6f_face_0.jpg,mask,0,0.2731035408789025,0.0862432234354429,0.25585489619181395,0.07474412697738385,0.3157894736842105,0.29213483146067415,0.04024683760320669,0.28460263733696156,7.071428571428571,0.3622215384288602,0.002874774114514763,0.007936507936507936,0.8653070084689437,1.1556591940349348,1.3355481727574752,181,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0466_jpg.rf.b663bcb368e52efbff33436939fdce73_face_0.jpg,mask,0,0.19429772275249516,0.055984089606651154,0.2667477210669849,0.05269090786508344,0.288135593220339,0.19753086419753085,0.009879545224703145,0.18112499578622432,18.333333333333332,0.4676318073026155,0.00658636348313543,0.014084507042253521,0.8957454337064185,1.1163886103914553,1.2463235294117647,111,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0481_jpg.rf.e2e335d691c8c32d6df58b35c758daf7_face_0.jpg,mask,0,0.2666973990018499,0.06519269753378554,0.21335791920147995,0.05926608866707776,0.24444444444444444,0.2777777777777778,0.0740826108338472,0.2252111369348955,3.04,0.46523879603656043,0.008889913300061664,0.01910828025477707,0.924550983206413,1.0816061181741692,1.169871794871795,142,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0559_jpg.rf.4509454990bdced5545b5ff84e008537_face_0.jpg,mask,0,0.2897905650353209,0.08232686506685254,0.26344596821392813,0.07903379046417844,0.2840909090909091,0.3,0.06256841745080793,0.29637671424066914,4.7368421052631575,0.421513549142285,0.0032930746026741016,0.0078125,0.9286470379540966,1.0768353950744312,1.1595744680851063,172,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0582_jpg.rf.0b6eae81176a0cdbb8318d7e8b574569_face_0.jpg,mask,0,0.24357935400636552,0.06959410114467586,0.25904470981629346,0.06572776219219387,0.2857142857142857,0.2537313432835821,0.04639606742978391,0.32863881096096936,7.083333333333333,0.3518368446758613,0.003866338952481992,0.01098901098901099,0.8737926032609302,1.1444363299346698,1.3097345132743363,141,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0592_jpg.rf.4a9c0aaa9eb14905558fdb30bdc72ef1_face_0.jpg,mask,0,0.24750859419761706,0.05194624816493197,0.24445293254085634,0.05500190982169268,0.20987654320987653,0.225,0.05500190982169268,0.2566755791678992,4.666666666666667,0.5561304215304482,0.009166984970282113,0.016483516483516484,0.9350324669687755,1.0694815798662465,1.1437908496732025,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0614_jpg.rf.13032b75e26492d89887ccbbc7e51ec7_face_0.jpg,mask,0,0.25627259460191804,0.04659501720034873,0.2429597325446755,0.04992323271465935,0.18181818181818182,0.2054794520547945,0.0565796637432806,0.1830518532870843,3.235294117647059,0.5225298357467679,0.006656431028621247,0.012738853503184714,0.9418849905499065,1.061700749065089,1.127208480565371,112,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0638_jpg.rf.073929db5c25dbbd2f61b57671943fc1_face_0.jpg,mask,0,0.25058378589253916,0.07959720257763009,0.22110334049341693,0.06780502441798118,0.3176470588235294,0.30666666666666664,0.06485697987806896,0.2800642312916614,4.318181818181818,0.36260947840920377,0.14740222699561129,0.4065040650406504,0.8903094510534921,1.123204969706558,1.2615894039735098,196,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0644_jpg.rf.f486710edf33375cac59746ecc6720d8_face_0.jpg,mask,0,0.24069243976406626,0.07111367538483776,0.22701673295928979,0.06564339266292717,0.29545454545454547,0.2891566265060241,0.05470282721910597,0.2024004607106921,3.7,0.39386035597756297,0.008205424082865896,0.020833333333333332,0.9326832040857568,1.072175413494477,1.1495601173020529,159,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0650_jpg.rf.bfcd750beb5bf12e882a614e71816098_face_0.jpg,mask,0,0.27809922920883784,0.07557044271979288,0.19043751565387806,0.06347917188462603,0.2717391304347826,0.3333333333333333,0.0785932604285846,0.2569395052472958,3.269230769230769,0.3446012188022555,0.0030228177087917155,0.008771929824561403,0.9189365834726815,1.0882143751650175,1.1842105263157894,168,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0655_jpg.rf.7a26a5e79aa400c8a49d6bece00ba6b2_face_0.jpg,mask,0,0.2325045733944609,0.0536549015525679,0.2265429176663978,0.0476932458245048,0.23076923076923078,0.21052631578947367,0.05663572941659945,0.25933202417074486,4.578947368421052,0.38452679446006993,0.0,0.0,0.9091524985296228,1.099925481827642,1.2098360655737705,158,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0657_jpg.rf.5c76ed8885c8ffd7e7a45e3b5f5bca6e_face_0.jpg,mask,0,0.20617824739038232,0.067700320038633,0.25541484378211543,0.0830867564110496,0.3283582089552239,0.3253012048192771,0.06154574548966636,0.23387383286073218,3.8,0.4554385166235311,0.003077287274483318,0.006756756756756757,0.9231861823449954,1.083205120618128,1.1733333333333333,162,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0660_jpg.rf.b338e35650759df5b9890802a84e47bc_face_0.jpg,mask,0,0.2645601801802436,0.03226343660734678,0.19358061964408066,0.03226343660734678,0.12195121951219512,0.16666666666666666,0.0,0.20003330696555002,62.0,0.6065526082181194,0.15486449571526453,0.2553191489361702,0.9420923489345259,1.061467064381709,1.1267123287671232,129,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0714_jpg.rf.1f6f2d4ca1f80f1b78f3add15a7adec9_face_0.jpg,mask,0,0.23468915800794593,0.04693783160158918,0.27801638717864363,0.05776963889426361,0.2,0.2077922077922078,0.06860144618693803,0.25635277259329475,3.736842105263158,0.4188298819834112,0.0,0.0,0.9170930174464348,1.0904019341292257,1.188976377952756,130,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0719_jpg.rf.47ab06887caebec769543f7de30689af_face_0.jpg,mask,0,0.24295816581049848,0.07318017042484894,0.2283221317255287,0.07318017042484894,0.30120481927710846,0.32051282051282054,0.05854413633987915,0.23124933854252266,3.95,0.40980895437915404,0.0,0.0,0.9308517678040785,1.0742849018367824,1.1540880503144655,170,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0725_jpg.rf.095bb8faa271560b8d1869e5637ab25f_face_0.jpg,mask,0,0.26057389454795254,0.06347312815911665,0.16369385683140608,0.06681381911485963,0.24358974358974358,0.40816326530612246,0.10690211058377541,0.23050767594626573,2.15625,0.3708166960874709,0.0033406909557429816,0.009009009009009009,0.8752610304046612,1.1425163068640996,1.3053435114503817,140,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0726_jpg.rf.6e036db0186bb7f5708cbaedd3b8f7c5_face_0.jpg,mask,0,0.18926355536953204,0.04937310140074749,0.2304078065368216,0.07405965210112124,0.2608695652173913,0.32142857142857145,0.04937310140074749,0.24686550700373744,5.0,0.37029826050560616,0.04114425116728958,0.1111111111111111,0.8558004242796232,1.1684967331510239,1.3653846153846154,61,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0743_jpg.rf.9c723b6fa684bdb0e7030a5b8885a8df_face_0.jpg,mask,0,0.23449788149511785,0.05998783014991387,0.23722460104738666,0.07089470835898912,0.2558139534883721,0.2988505747126437,0.054534391045376246,0.25903835746553716,4.75,0.3462933831381392,0.16087645358385994,0.4645669291338583,0.8752769762782887,1.1424954924006323,1.3052959501557633,200,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0746_jpg.rf.257cbe4b016e59e8eda6504dae19d2bb_face_0.jpg,mask,0,0.21666666666666667,0.03611111111111111,0.21944444444444444,0.041666666666666664,0.16666666666666666,0.189873417721519,0.058333333333333334,0.25555555555555554,4.380952380952381,0.2833333333333333,0.13333333333333333,0.47058823529411764,0.9,1.1111111111111112,1.2345679012345678,189,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0748_jpg.rf.53d791859b40c57f1b3432e73dd2ce51_face_0.jpg,mask,0,0.23863178957040468,0.03977196492840078,0.25188911121320495,0.05965794739260117,0.16666666666666666,0.23684210526315788,0.06297227780330124,0.2088028158741041,3.3157894736842106,0.45406326626590887,0.00662866082140013,0.014598540145985401,0.9578414886923188,1.0440140793705204,1.0899653979238755,129,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\0791_jpg.rf.1cdf60d602f5cee95fc6620f4eef5ccf_face_0.jpg,mask,0,0.19470769729052534,0.045972650749151814,0.24068034803967717,0.048676924322631335,0.2361111111111111,0.20224719101123595,0.051381197896110856,0.2839487252153495,5.526315789473684,0.40023248887496876,0.0027042735734795187,0.006756756756756757,0.9221572885565158,1.084413702965287,1.1759530791788857,193,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08001_png.rf.023b315b1a6079d772de214e7d455a7f_face_0.jpg,no_mask,0,0.21715638140083315,0.0440181854190878,0.24356729265228583,0.032280002640664385,0.20270270270270271,0.13253012048192772,0.04108363972448195,0.24063274695767997,5.857142857142857,0.49593822238838925,0.0,0.0,0.9185128024116321,1.0887164526987716,1.1853035143769968,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08002_png.rf.b97cab283cc163abc8ee3027804587b0_face_0.jpg,no_mask,0,0.2638046887553967,0.06667591034477059,0.1855329679158834,0.06957486296845626,0.25274725274725274,0.375,0.08117067346319898,0.23771411514222557,2.9285714285714284,0.4783271829081368,0.06087800509739923,0.12727272727272726,0.8580899766109606,1.1653789547216424,1.3581081081081081,160,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08003_png.rf.8c69cee03d9a6a13f1637e7327ef47ab_face_0.jpg,no_mask,0,0.21195343947328527,0.060936613848569514,0.18016042355229248,0.052988359868321316,0.2875,0.29411764705882354,0.0768331218090659,0.25169470937452626,3.2758620689655173,0.4874929107885561,0.08743079378273017,0.1793478260869565,0.8637102658536374,1.1577956631228208,1.3404907975460123,190,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08004_png.rf.bfd074dbe1c3ac0db825a2546d745041_face_0.jpg,no_mask,0,0.22501562662779256,0.050003472583953906,0.19723591963670709,0.03611361908841115,0.2222222222222222,0.18309859154929578,0.06944926747771375,0.2500173629197695,3.6,0.5083686379368647,0.033335648389302606,0.06557377049180328,0.8695048288209762,1.1500798694309398,1.3226837060702876,160,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08006_png.rf.798fab41fb05d8eb0a6afe481d1bf2e4_face_0.jpg,no_mask,0,0.23176040802204959,0.04746899923343184,0.23176040802204959,0.05026129330598666,0.20481927710843373,0.21686746987951808,0.06143046959620591,0.25130646652993327,4.090909090909091,0.4551439338264347,0.0,0.0,0.932626220233308,1.0722409238610486,1.1497005988023952,162,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08007_png.rf.eb9654901d3310515d152917bfca9ccf_face_0.jpg,no_mask,0,0.2263889134147365,0.04871660162089266,0.2349859607595999,0.05444796651746827,0.21518987341772153,0.23170731707317074,0.06017933141404388,0.2579114203459023,4.285714285714286,0.5100914757952291,0.05444796651746827,0.10674157303370786,0.9256154307969605,1.0803622830045019,1.1671826625386996,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08009_png.rf.73e5d8b60e20a42a5fad6e1fb73d386e_face_0.jpg,no_mask,0,0.18136623840999494,0.03627324768199899,0.2511224839523007,0.041853747325383446,0.2,0.16666666666666666,0.047434246968767906,0.20647848680522501,4.352941176470588,0.510615717369678,0.055804996433844595,0.1092896174863388,0.9096214418716669,1.0993584297467385,1.2085889570552146,152,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08010_png.rf.1152bd503a0354b8e4bf8bdfb3e19479_face_0.jpg,no_mask,0,0.25462672702397626,0.05695597841325785,0.18091899025387786,0.06365668175599407,0.2236842105263158,0.35185185185185186,0.09716019846967515,0.26132743036671247,2.689655172413793,0.32833446379407466,0.05360562674188974,0.16326530612244897,0.8576900278702358,1.1659223816361017,1.359375,142,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08011_png.rf.3905c041540a010963d3f0f04b4cd6e9_face_0.jpg,no_mask,0,0.23620955227073992,0.044462974545080455,0.22509380863446982,0.05279978227228304,0.18823529411764706,0.2345679012345679,0.06391552590855315,0.21675700090726724,3.391304347826087,0.5029873995412226,0.061136589999485624,0.12154696132596685,0.9087120422650818,1.1004586199907413,1.2110091743119267,150,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08012_png.rf.fb1533afdef89f9b00cf48a618302f17_face_0.jpg,no_mask,0,0.18526684732178597,0.065388299054748,0.22068550930977449,0.06266378659413349,0.35294117647058826,0.2839506172839506,0.043592199369831997,0.23975709653407598,5.5,0.38960528186787347,0.0,0.0,0.9018136244633994,1.1088765714701014,1.229607250755287,181,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08013_png.rf.a819160cd81957a0d3bfdb52ca258d0d_face_0.jpg,no_mask,0,0.1945388016446728,0.032879797461071454,0.21371868349696446,0.024659848095803592,0.16901408450704225,0.11538461538461539,0.049319696191607185,0.20823871725345255,4.222222222222222,0.4767570631855361,0.10959932487023819,0.22988505747126436,0.9124143795447329,1.0959932487023818,1.2012012012012012,158,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08014_png.rf.2f6130ef68073625a322a32339d39a49_face_0.jpg,no_mask,0,0.2222478325015416,0.05926608866707776,0.2192845280681877,0.05926608866707776,0.26666666666666666,0.2702702702702703,0.05926608866707776,0.23706435466831105,4.0,0.5156149714035765,0.07704591526720109,0.14942528735632185,0.924550983206413,1.0816061181741692,1.169871794871795,144,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08015_png.rf.43defbfc9ff65aa66a855f83703898b9_face_0.jpg,no_mask,0,0.2373573260075786,0.05789203073355576,0.19683290449408958,0.052102827660200184,0.24390243902439024,0.2647058823529412,0.07236503841694471,0.23156812293422305,3.2,0.5499742919687798,0.07236503841694471,0.13157894736842105,0.8973264763701143,1.1144215916209483,1.2419354838709677,154,0.0,0.0,0.0,0.0
data3/processed\crops\train\no_mask\08016_png.rf.aab8bfa1820571249e5feaeab8b1ed8a_face_0.jpg,no_mask,0,0.26340741551176405,0.06432041541566332,0.162332477001436,0.05513178464199713,0.2441860465116279,0.33962264150943394,0.09188630773666188,0.24196727703987628,2.6333333333333333,0.42880276943775547,0.0,0.0,0.8637312927246217,1.1577674774819398,1.3404255319148937,151,0.0,0.0,0.0,0.0
